,regen5,norway,cat_bield,great_wood,regen5,regen3,regen7,regen1,regen2,regen4,regen4,regen2,regen6,regen7,norway,great_wood,regen6,regen3,cat_bield,regen1
,temperature,relative humidity,temperature,relative humidity,relative humidity,temperature,relative humidity,relative humidity,relative humidity,temperature,relative humidity,temperature,temperature,temperature,temperature,temperature,relative humidity,relative humidity,relative humidity,temperature
2023-07-20 05:00:00,8.032,101.74,7.552,101.15,102.739,9.046,103.797,103.372,104.352,8.581,102.597,7.556,9.037,7.014,8.061,9.109,104.079,101.74,103.207,7.087
2023-07-20 05:30:00,8.032,101.238,6.549,101.15,103.714,9.046,102.837,104.309,104.352,8.581,102.597,7.556,8.535,7.014,8.061,8.607,102.569,101.238,103.207,7.087
2023-07-20 06:00:00,8.032,101.74,8.053,102.167,103.714,9.046,103.797,104.309,104.811,8.581,104.046,7.556,8.535,7.014,7.058,8.106,103.577,100.735,104.128,7.589
2023-07-20 06:30:00,8.533,102.739,8.555,103.178,104.199,9.046,104.274,104.309,105.269,8.581,103.565,8.057,9.037,8.018,7.559,8.106,103.074,102.24,104.585,9.094
2023-07-20 07:00:00,9.535,102.739,11.562,102.167,104.199,10.048,103.797,95.147,105.269,9.584,104.526,9.059,9.539,10.026,7.559,8.607,103.074,101.238,103.668,12.604
2023-07-20 07:30:00,10.537,103.237,11.061,100.127,102.739,11.05,100.405,92.639,104.811,10.587,100.639,10.563,10.542,10.528,8.562,10.111,102.569,99.726,99.932,12.103
2023-07-20 08:00:00,11.539,103.237,13.065,99.097,97.755,12.052,98.427,87.502,102.029,11.088,101.131,11.064,10.542,11.531,9.564,11.113,101.554,93.555,95.601,13.105
2023-07-20 08:30:00,13.041,101.74,15.068,95.445,94.679,13.555,97.428,83.81,98.223,11.589,99.649,12.066,11.545,12.033,11.067,12.115,97.955,88.265,90.123,14.108
2023-07-20 09:00:00,13.542,93.555,15.068,89.55,90.478,14.055,91.279,78.947,96.767,12.592,95.619,12.567,12.046,13.036,12.069,13.117,96.913,88.265,84.967,16.613
2023-07-20 09:30:00,13.542,86.112,14.567,86.808,87.794,14.556,88.64,77.297,89.26,13.093,91.999,13.568,12.547,13.036,12.57,13.618,89.992,84.484,83.916,15.611
2023-07-20 10:00:00,14.042,87.729,14.567,87.359,81.732,14.556,81.012,71.123,85.625,13.594,91.999,13.568,12.547,14.039,13.071,13.618,89.992,81.742,76.369,16.112
2023-07-20 10:30:00,14.543,82.843,15.569,82.903,79.475,14.556,81.569,69.979,80.829,13.594,83.397,14.57,13.049,14.54,13.071,13.618,86.159,80.082,73.594,16.112
2023-07-20 11:00:00,15.044,78.409,16.57,79.494,74.29,16.058,71.275,67.673,80.288,14.095,85.044,15.071,13.55,16.044,13.572,14.119,82.252,73.889,70.777,17.615
2023-07-20 11:30:00,16.045,74.459,17.571,77.191,73.119,15.558,71.863,62.982,72.528,14.596,82.844,16.072,14.051,16.044,14.073,15.121,76.54,73.318,66.184,16.613
2023-07-20 12:00:00,16.045,74.459,18.072,78.346,74.873,16.559,75.348,66.51,71.961,15.097,76.645,16.072,14.552,15.542,14.073,15.121,75.96,75.027,66.764,17.114
2023-07-20 12:30:00,16.546,72.173,18.072,73.099,69.561,17.06,67.715,61.793,73.094,15.097,81.175,16.072,14.552,16.545,14.574,15.621,74.213,71.021,62.076,18.115
2023-07-20 13:00:00,17.547,71.598,19.573,71.322,69.561,16.559,70.686,64.164,67.944,15.598,77.217,17.073,15.053,16.545,15.075,16.623,73.04,71.598,62.668,18.115
2023-07-20 13:30:00,16.045,72.173,18.072,74.862,75.455,16.058,73.613,67.092,72.528,16.099,80.615,17.073,15.053,16.044,14.574,16.122,73.627,73.318,66.764,17.114
2023-07-20 14:00:00,15.544,76.724,16.069,75.447,77.188,15.057,80.454,70.552,71.392,15.097,80.615,16.573,14.552,15.542,14.574,15.621,82.252,80.082,75.817,16.613
2023-07-20 14:30:00,15.544,77.849,16.069,78.921,74.873,15.057,77.066,69.405,75.895,14.596,83.397,15.571,14.552,15.542,14.574,14.62,78.843,80.637,75.264,17.114
2023-07-20 15:00:00,15.044,81.742,16.57,80.637,81.732,15.558,79.332,72.826,77.555,15.097,83.397,16.072,14.552,15.041,14.574,15.121,79.415,77.287,77.467,16.112
2023-07-20 15:30:00,15.544,80.637,17.071,77.769,78.906,15.558,77.635,71.123,79.2,14.596,85.59,15.571,14.051,15.542,14.574,15.121,83.935,82.293,73.034,16.613
2023-07-20 16:00:00,14.543,80.082,17.071,81.206,82.292,15.558,79.894,76.744,75.895,15.097,86.676,16.573,14.552,15.041,14.574,15.121,81.687,83.391,74.709,15.611
2023-07-20 16:30:00,16.045,83.938,18.072,81.773,74.873,16.058,72.448,67.092,80.829,14.095,87.755,16.072,14.051,16.545,14.574,15.621,83.935,77.287,66.764,17.615
2023-07-20 17:00:00,15.544,76.724,17.071,77.769,75.455,15.057,74.193,68.829,71.961,15.097,81.733,17.073,15.053,16.044,14.574,15.621,79.985,78.409,69.639,17.114
2023-07-20 17:30:00,14.543,78.409,18.572,74.862,80.607,14.556,77.066,69.979,71.961,14.596,83.948,16.573,14.552,14.54,14.574,15.621,78.269,80.082,66.764,15.611
2023-07-20 18:00:00,14.543,75.594,17.571,75.447,81.732,14.556,79.894,71.123,75.895,14.095,85.59,15.571,14.051,14.039,14.073,16.122,79.985,78.968,68.494,15.611
2023-07-20 18:30:00,14.042,77.849,17.071,72.508,80.607,14.055,81.012,75.632,78.653,13.594,87.217,15.071,14.051,14.039,14.073,15.621,79.985,82.293,71.344,14.609
2023-07-20 19:00:00,13.041,82.293,14.066,78.346,82.292,13.555,81.569,78.947,75.895,13.594,87.755,15.571,14.051,13.537,14.073,15.121,81.121,85.028,75.817,13.607
2023-07-20 19:30:00,12.54,82.293,13.565,80.066,88.334,13.054,86.497,83.81,80.288,13.093,87.755,14.069,13.049,13.036,13.572,14.119,82.814,88.8,82.858,13.105
2023-07-20 20:00:00,12.54,85.571,13.565,86.808,85.066,13.054,85.956,83.276,85.625,12.592,93.042,13.568,12.547,12.534,13.071,13.117,87.811,90.397,81.258,12.604
2023-07-20 20:30:00,12.54,85.028,13.065,85.7,88.873,12.553,90.229,88.542,86.15,12.592,91.475,13.067,12.547,12.033,12.57,13.117,87.262,93.032,86.012,12.103
2023-07-20 21:00:00,12.039,89.866,13.065,87.359,93.117,12.553,93.357,91.624,89.773,12.091,94.079,12.567,12.046,12.033,12.57,13.117,89.992,94.596,89.105,11.601
2023-07-20 21:30:00,12.039,92.508,13.065,90.636,93.64,12.553,93.357,91.624,91.3,12.091,96.129,12.567,12.046,12.033,12.069,12.616,92.685,93.555,90.629,12.103
2023-07-20 22:00:00,12.039,90.927,12.564,92.253,94.679,12.553,95.407,92.132,92.309,12.091,96.637,12.567,12.046,12.033,12.57,12.616,93.751,94.596,92.138,11.601
2023-07-20 22:30:00,11.539,93.032,12.564,93.323,97.247,12.553,97.929,95.643,95.297,12.091,97.144,12.066,12.046,11.531,12.069,12.616,96.39,95.633,94.62,11.1
2023-07-20 23:00:00,11.539,91.455,12.564,94.387,98.262,12.052,97.929,97.124,97.739,11.589,98.151,11.565,11.545,11.029,12.069,12.115,96.39,95.633,94.62,11.1
2023-07-20 23:30:00,11.038,94.076,12.063,95.445,98.262,12.052,98.925,97.124,98.704,11.589,98.652,11.565,11.545,11.029,12.069,12.115,97.435,94.596,94.62,10.599
2023-07-21 00:00:00,11.038,94.596,12.063,94.917,98.262,11.551,97.929,97.124,98.223,11.589,98.652,11.565,11.545,10.528,11.569,12.115,97.435,96.149,93.632,10.599
2023-07-21 00:30:00,10.537,95.633,11.562,93.856,100.767,11.551,98.925,98.59,99.184,11.589,97.648,11.064,11.043,10.528,11.569,12.115,97.435,97.69,94.62,10.097
2023-07-21 01:00:00,10.537,96.149,12.063,94.917,100.767,11.05,100.405,100.522,98.704,11.088,98.652,11.064,11.043,10.528,11.569,11.614,98.474,98.71,94.127,10.097
2023-07-21 01:30:00,10.537,97.69,11.562,95.445,100.767,11.05,100.405,98.59,100.614,11.088,99.649,10.563,11.043,10.528,11.067,11.614,98.991,98.201,98.024,10.097
2023-07-21 02:00:00,10.537,98.201,12.063,97.02,100.269,11.551,100.405,99.559,100.139,11.088,98.652,10.563,11.043,10.528,11.067,11.113,99.507,98.71,95.601,10.097
2023-07-21 02:30:00,11.038,97.69,12.063,97.02,101.263,11.551,100.895,101.954,101.087,11.088,100.639,11.064,11.043,11.029,11.067,11.614,99.507,99.219,96.575,10.599
2023-07-21 03:00:00,10.537,97.69,12.063,95.971,101.757,11.551,100.405,99.559,101.087,11.088,101.131,11.064,11.043,10.528,11.569,11.614,100.021,99.219,94.62,10.097
2023-07-21 03:30:00,10.537,98.201,12.063,95.971,102.249,11.551,101.87,101.001,101.087,11.088,100.145,10.563,10.542,11.029,11.569,11.614,100.534,99.219,94.62,10.599
2023-07-21 04:00:00,11.038,98.201,12.063,97.02,101.263,11.551,100.405,99.559,101.087,11.088,101.131,11.064,11.043,11.029,11.569,11.614,100.534,98.71,95.111,10.599
2023-07-21 04:30:00,11.038,95.115,11.562,94.387,100.767,11.551,98.925,99.559,99.184,11.088,101.131,11.064,11.043,11.029,11.569,11.614,100.021,98.71,96.575,10.599
2023-07-21 05:00:00,10.537,96.664,11.562,95.971,101.263,11.05,101.383,100.522,99.663,11.088,101.131,11.565,11.043,10.528,11.569,11.614,98.991,100.735,97.543,10.599
2023-07-21 05:30:00,10.537,99.219,11.061,98.58,101.757,11.05,101.87,101.001,100.614,11.088,101.131,11.064,11.043,10.528,11.067,11.113,100.021,100.735,98.024,10.097
2023-07-21 06:00:00,10.537,100.231,11.562,98.58,102.249,11.05,102.354,101.001,102.029,10.587,103.082,11.064,10.542,10.528,10.566,11.113,101.045,101.74,97.543,10.097
2023-07-21 06:30:00,10.537,100.735,11.061,100.639,102.739,11.05,102.837,100.522,102.963,10.587,104.526,11.064,10.542,10.528,10.566,11.113,102.062,102.739,98.024,10.097
2023-07-21 07:00:00,10.537,101.74,11.562,99.097,102.739,11.05,103.318,101.001,103.428,10.587,102.597,11.064,10.542,10.528,10.566,10.612,102.062,103.237,97.543,10.599
2023-07-21 07:30:00,10.537,102.739,11.562,101.15,103.228,11.05,102.837,100.522,102.497,10.587,104.046,11.064,10.542,10.528,10.566,11.113,103.074,102.739,99.458,10.599
2023-07-21 08:00:00,11.038,102.739,12.063,100.639,102.249,11.551,102.837,100.522,103.428,11.088,103.082,11.064,10.542,11.029,10.566,11.113,103.577,102.739,100.405,11.1
2023-07-21 08:30:00,10.537,102.739,11.562,103.681,101.757,11.05,102.354,98.103,103.428,11.088,103.565,11.565,10.542,11.029,11.067,11.113,103.577,102.739,98.503,10.599
2023-07-21 09:00:00,10.537,101.238,12.063,100.639,102.249,11.05,102.837,101.001,102.029,11.088,103.082,11.565,10.542,11.029,10.566,11.113,103.074,102.739,99.458,11.1
2023-07-21 09:30:00,12.039,102.739,13.565,102.167,100.767,12.052,98.925,92.639,102.029,11.088,104.046,11.565,10.542,12.534,10.566,11.113,103.074,99.726,92.138,13.105
2023-07-21 10:00:00,11.539,98.71,13.065,94.917,102.249,11.551,101.383,97.614,95.297,11.589,104.046,12.567,11.545,11.531,11.569,12.115,100.021,102.24,94.62,12.103
2023-07-21 10:30:00,11.539,100.735,13.065,99.613,100.767,12.052,100.405,96.632,100.139,11.589,103.082,12.567,11.043,12.033,11.067,11.614,103.074,101.74,92.138,12.103
2023-07-21 11:00:00,13.041,101.74,17.071,100.127,98.262,13.555,100.405,89.576,98.704,11.589,102.597,12.567,11.545,13.537,11.067,12.115,102.062,100.231,83.916,14.609
2023-07-21 11:30:00,12.54,100.231,14.567,94.917,100.767,12.553,98.925,95.147,97.254,12.592,103.082,14.069,12.046,12.534,12.069,13.618,103.074,98.201,92.138,13.105
2023-07-21 12:00:00,12.54,99.219,14.567,97.541,99.269,13.054,100.895,91.114,97.254,12.592,103.082,13.568,12.046,13.036,12.069,13.117,102.569,101.238,92.638,13.105
2023-07-21 12:30:00,12.54,101.238,13.565,100.127,100.269,12.553,101.87,97.124,97.739,12.592,103.082,14.069,12.046,13.036,12.069,13.117,101.045,101.74,93.632,13.105
2023-07-21 13:00:00,13.542,101.74,14.567,99.613,98.766,13.054,98.925,91.114,100.139,12.592,103.082,13.568,12.046,13.036,12.069,12.616,101.554,98.71,89.105,14.108
2023-07-21 13:30:00,14.042,100.231,17.071,95.971,94.16,14.055,93.357,86.455,96.279,13.093,103.082,14.069,12.547,13.537,12.57,13.117,99.507,97.69,79.102,14.609
2023-07-21 14:00:00,15.044,97.69,19.073,90.636,88.873,15.057,94.386,83.276,91.3,13.594,102.597,14.069,13.049,14.54,13.071,14.119,95.339,95.115,73.594,16.613
2023-07-21 14:30:00,15.544,91.982,18.072,87.909,81.171,15.057,85.956,69.979,90.283,14.095,102.11,16.573,13.55,15.542,13.572,15.121,91.074,90.927,75.817,17.615
2023-07-21 15:00:00,16.045,89.334,18.572,84.026,77.188,15.057,82.123,68.829,80.288,14.095,96.637,17.073,14.051,15.542,14.073,15.121,85.606,85.028,71.344,18.616
2023-07-21 15:30:00,15.544,85.571,17.571,84.026,78.335,15.057,81.012,67.092,74.779,14.596,96.637,17.073,14.552,15.041,14.073,15.121,82.814,83.391,73.594,17.114
2023-07-21 16:00:00,16.045,83.938,16.57,82.903,78.335,15.057,84.324,68.252,73.094,14.095,93.042,17.073,14.552,15.542,14.073,14.62,79.415,86.653,74.153,17.615
2023-07-21 16:30:00,15.544,85.028,17.071,81.206,80.042,15.057,77.066,68.829,71.961,15.097,92.522,16.573,14.552,15.542,14.073,15.121,82.814,82.293,69.639,17.114
2023-07-21 17:00:00,15.044,80.637,16.069,78.346,77.763,14.556,76.495,69.405,74.219,14.596,87.217,17.073,14.552,15.041,14.073,14.62,83.935,82.843,72.473,16.613
2023-07-21 17:30:00,14.042,78.968,16.069,80.066,82.851,14.055,85.414,76.189,72.528,14.596,91.475,16.072,14.051,14.039,14.073,14.62,81.687,84.484,76.919,15.11
2023-07-21 18:00:00,14.543,81.19,16.069,84.026,82.851,14.556,82.676,75.074,79.745,13.594,93.561,15.071,13.55,14.54,13.572,14.119,87.262,85.028,74.153,15.611
2023-07-21 18:30:00,14.042,83.938,15.569,82.903,83.962,14.556,84.324,78.398,78.105,13.594,95.107,15.571,13.55,14.039,14.073,14.62,85.606,88.265,77.467,15.11
2023-07-21 19:00:00,14.042,83.391,15.068,86.808,87.252,14.055,86.497,82.203,79.2,13.594,92.522,15.071,13.55,14.039,14.073,14.119,87.262,90.927,82.858,14.108
2023-07-21 19:30:00,13.542,86.112,14.567,86.255,91.539,13.555,93.872,87.502,84.571,13.594,94.594,14.57,13.55,13.537,13.572,13.618,92.149,95.115,91.637,13.607
2023-07-21 20:00:00,13.542,92.508,14.567,91.715,93.117,13.555,94.386,88.542,90.792,13.093,97.144,14.069,13.049,13.537,13.572,13.618,95.865,95.633,92.638,13.607
2023-07-21 20:30:00,13.041,92.508,13.565,93.856,99.269,13.054,97.929,96.139,91.805,13.093,98.151,14.069,13.049,13.036,13.572,13.618,95.339,99.726,97.06,12.604
2023-07-21 21:00:00,12.54,98.201,13.065,98.062,99.77,13.054,100.405,97.614,98.223,13.093,101.131,13.568,12.547,12.534,13.071,13.117,100.534,99.726,97.543,12.604
2023-07-21 21:30:00,12.54,99.219,13.065,99.097,100.767,12.553,100.895,99.075,99.663,13.093,102.11,13.067,12.547,12.534,12.57,13.117,100.534,101.74,99.458,12.103
2023-07-21 22:00:00,12.039,101.238,12.564,100.639,101.757,12.553,100.895,99.559,100.139,12.592,102.11,12.567,12.046,12.033,12.57,12.616,101.554,102.24,100.405,11.601
2023-07-21 22:30:00,12.039,101.74,12.564,102.167,101.757,12.553,102.354,101.001,101.087,12.091,102.597,12.567,12.046,12.033,12.069,12.616,102.062,101.74,101.814,11.601
2023-07-21 23:00:00,12.039,102.24,12.564,101.15,102.739,12.052,102.354,100.522,102.029,12.091,104.046,12.567,12.046,12.033,12.069,12.115,103.074,101.74,101.814,11.601
2023-07-21 23:30:00,11.539,102.739,12.063,101.659,103.228,12.052,102.837,100.522,102.029,12.091,103.082,12.567,12.046,11.531,12.069,12.115,102.569,102.24,101.814,11.601
2023-07-22 00:00:00,11.539,102.24,12.063,102.167,103.228,12.052,101.87,100.522,102.029,12.091,103.082,12.066,12.046,11.531,12.069,12.115,102.062,102.24,101.814,11.601
2023-07-22 00:30:00,11.539,103.237,12.063,101.15,102.739,12.052,102.354,100.522,102.029,12.091,102.597,12.066,11.545,11.531,11.569,12.115,102.569,102.24,102.28,11.601
2023-07-22 01:00:00,11.539,103.237,12.063,102.167,102.739,12.052,102.354,101.954,102.497,12.091,103.082,12.066,11.545,11.531,11.569,11.614,103.577,102.24,102.28,11.601
2023-07-22 01:30:00,11.539,102.24,12.063,101.659,103.228,12.052,102.837,101.479,102.963,11.589,103.565,12.066,11.545,11.531,11.569,11.614,103.074,102.24,102.28,11.1
2023-07-22 02:00:00,11.539,102.739,12.063,102.673,103.228,12.052,102.837,101.001,102.963,11.589,103.082,12.066,11.545,11.531,11.569,11.614,103.074,103.237,102.744,11.1
2023-07-22 02:30:00,11.539,103.237,12.063,102.673,103.228,11.551,103.318,101.001,103.428,11.589,103.565,12.066,11.545,11.531,11.569,11.614,103.074,102.739,102.744,11.1
2023-07-22 03:00:00,11.539,103.237,12.063,102.673,103.714,12.052,103.318,101.479,103.428,11.589,104.046,11.565,11.545,11.531,11.569,11.614,103.577,103.237,102.744,11.1
2023-07-22 03:30:00,11.539,103.733,12.063,103.178,104.683,12.052,103.318,102.429,103.428,11.589,104.046,12.066,11.545,11.531,11.569,11.614,103.577,103.237,103.207,11.601
2023-07-22 04:00:00,12.039,103.733,12.564,103.178,104.199,12.052,103.318,101.954,103.891,11.589,104.046,12.066,11.545,12.033,11.569,12.115,103.577,103.733,102.744,11.601
2023-07-22 04:30:00,12.039,103.733,12.564,103.178,104.683,12.052,102.837,102.429,104.352,12.091,104.046,12.066,11.545,12.033,11.569,12.115,105.079,103.733,103.207,11.601
2023-07-22 05:00:00,12.039,103.733,12.564,103.681,104.199,12.052,103.318,101.954,104.352,12.091,104.046,12.066,12.046,12.033,12.069,12.115,104.079,103.733,103.207,11.601
2023-07-22 05:30:00,12.039,103.733,12.564,103.681,103.714,12.553,102.837,101.479,103.891,12.091,103.082,12.066,12.046,12.033,12.069,12.115,103.074,104.228,103.207,12.103
2023-07-22 06:00:00,12.039,103.237,12.564,103.178,103.714,12.553,103.318,102.429,104.352,12.091,104.046,12.567,12.046,12.033,12.069,12.115,103.577,103.733,102.744,12.103
2023-07-22 06:30:00,12.039,104.228,13.065,103.178,103.714,12.553,102.837,101.479,103.891,12.091,105.954,12.567,12.046,12.033,12.069,12.616,103.577,103.733,102.744,12.103
2023-07-22 07:00:00,12.54,103.733,13.065,103.178,104.199,12.553,103.318,101.954,104.811,12.592,104.526,12.567,12.046,12.534,12.069,12.616,103.577,103.237,102.744,12.103
2023-07-22 07:30:00,12.54,104.228,13.065,103.178,103.714,12.553,102.837,101.001,104.352,12.592,104.526,13.067,12.547,12.534,12.069,12.616,103.577,102.739,102.744,12.604
2023-07-22 08:00:00,12.54,104.228,13.565,102.673,103.228,13.054,103.318,101.479,104.352,12.592,104.526,13.067,12.547,13.036,12.57,12.616,104.079,103.733,102.28,12.604
2023-07-22 08:30:00,13.041,104.228,14.066,102.673,103.228,13.555,103.318,101.479,103.428,12.592,104.046,13.568,12.547,13.036,12.57,13.117,104.58,103.237,102.28,13.105
2023-07-22 09:00:00,13.542,104.228,14.567,102.673,103.228,13.555,102.354,99.559,103.428,13.093,104.046,13.568,13.049,13.537,12.57,13.117,103.577,102.739,100.876,13.607
2023-07-22 09:30:00,13.542,103.237,14.567,103.178,104.199,14.055,102.354,100.042,102.497,13.594,105.004,14.069,13.55,14.039,13.071,13.618,104.079,103.733,101.346,13.607
2023-07-22 10:00:00,14.042,104.228,15.068,102.167,103.228,14.055,102.354,101.479,102.497,13.594,105.004,14.57,13.55,14.039,13.572,13.618,103.577,103.733,99.932,14.108
2023-07-22 10:30:00,14.543,104.228,15.569,103.178,103.714,14.556,102.354,98.103,102.029,13.594,104.526,14.57,13.55,14.54,13.572,14.119,103.577,103.237,99.932,14.609
2023-07-22 11:00:00,14.543,103.733,16.57,102.673,102.739,15.057,101.383,97.614,101.559,14.095,103.565,15.071,14.051,15.041,13.572,14.119,103.577,102.739,97.06,15.611
2023-07-22 11:30:00,14.543,103.237,16.069,101.15,102.739,15.057,100.895,97.124,100.139,14.596,103.565,16.072,14.051,15.041,14.073,15.121,103.074,102.24,98.024,15.11
2023-07-22 12:00:00,15.044,103.733,17.071,101.659,102.249,15.057,100.895,97.614,99.663,14.596,103.565,15.571,14.552,15.542,14.073,14.62,103.577,102.739,96.575,15.611
2023-07-22 12:30:00,15.044,103.237,16.57,101.659,101.757,15.057,99.913,95.147,99.663,14.596,103.082,16.072,14.552,16.044,14.574,15.121,103.577,101.74,97.06,16.112
2023-07-22 13:00:00,15.044,102.739,16.57,101.15,101.757,15.057,100.895,97.614,97.739,15.097,103.082,16.573,15.053,15.542,14.574,15.121,103.074,102.24,98.503,15.611
2023-07-22 13:30:00,15.544,102.739,17.571,101.15,101.263,15.558,98.925,95.147,100.139,14.596,103.082,16.072,14.552,16.044,14.574,15.121,103.074,101.74,96.089,16.112
2023-07-22 14:00:00,15.544,103.237,16.57,100.127,101.263,15.558,100.405,95.643,98.223,15.097,103.565,16.573,15.053,15.542,14.574,15.621,103.074,101.238,96.575,16.112
2023-07-22 14:30:00,15.544,102.739,17.071,100.639,101.757,15.558,100.405,95.643,98.223,15.097,103.082,16.573,15.053,16.044,14.574,15.621,103.074,101.74,95.601,16.112
2023-07-22 15:00:00,15.544,102.24,16.57,99.613,100.767,15.558,99.913,95.147,98.704,15.598,103.082,16.573,15.053,16.044,15.075,15.621,103.577,101.238,97.06,16.112
2023-07-22 15:30:00,15.544,102.739,16.57,100.639,102.249,15.558,100.895,96.139,98.704,15.097,103.082,16.573,15.053,16.044,15.075,15.621,103.074,101.238,98.024,16.112
2023-07-22 16:00:00,15.544,102.739,16.57,100.639,102.249,15.558,100.405,97.614,99.184,15.598,103.082,16.573,15.053,16.044,15.075,15.621,102.569,101.238,98.503,16.112
2023-07-22 16:30:00,15.544,102.739,16.57,101.15,101.757,15.558,99.913,96.632,99.184,15.598,103.565,16.573,15.053,15.542,15.075,15.621,102.569,101.74,98.503,16.112
2023-07-22 17:00:00,15.544,102.739,17.071,100.127,101.757,16.058,100.895,97.124,98.704,15.598,103.565,16.573,15.554,16.044,15.075,15.621,103.074,101.74,97.543,16.613
2023-07-22 17:30:00,16.045,103.237,17.071,100.639,101.263,16.058,99.913,97.124,100.139,15.598,103.082,17.073,15.554,16.044,15.075,16.122,103.074,102.24,98.503,16.112
2023-07-22 18:00:00,16.045,103.237,17.071,100.639,101.757,16.058,100.895,97.124,98.704,15.598,103.082,16.573,15.554,16.044,15.075,16.122,102.062,101.74,97.06,16.112
2023-07-22 18:30:00,15.544,103.237,16.57,100.639,102.249,15.558,101.383,98.103,99.184,15.598,103.082,16.573,15.554,15.542,15.575,16.122,101.554,102.24,98.981,16.112
2023-07-22 19:00:00,15.544,102.739,16.069,101.15,102.739,15.558,101.383,99.075,101.087,15.598,103.082,16.573,15.554,15.542,15.075,15.621,103.577,102.24,99.458,15.611
2023-07-22 19:30:00,15.044,103.237,15.569,101.659,102.739,15.057,101.87,99.559,101.087,15.598,103.565,16.072,15.554,15.041,15.075,15.621,102.569,102.739,99.932,15.11
2023-07-22 20:00:00,15.044,103.237,15.569,102.167,103.228,15.057,101.383,100.042,101.559,15.097,103.082,15.571,15.053,15.041,15.075,15.121,102.569,101.74,100.405,14.609
2023-07-22 20:30:00,14.543,102.739,15.569,101.659,101.757,15.057,101.87,100.522,102.029,14.596,103.082,15.571,14.552,14.54,14.574,15.121,102.569,102.739,100.405,14.609
2023-07-22 21:00:00,14.543,103.733,15.569,101.659,102.739,15.057,102.354,100.522,102.029,14.596,103.082,15.071,14.552,14.54,14.574,15.121,104.079,102.739,100.876,14.609
2023-07-22 21:30:00,14.543,103.733,15.068,102.673,103.228,14.556,101.87,101.001,102.963,14.596,104.046,15.071,14.552,14.54,14.574,15.121,104.079,103.237,101.346,14.609
2023-07-22 22:00:00,14.543,104.228,15.068,102.673,102.739,14.556,102.354,101.479,102.497,14.596,103.565,15.071,14.552,14.54,14.574,14.62,103.074,103.237,102.28,14.108
2023-07-22 22:30:00,14.543,105.704,15.068,102.673,103.228,14.556,102.837,102.901,103.428,14.596,103.565,14.57,14.552,14.54,14.574,14.62,104.58,102.739,101.814,14.108
2023-07-22 23:00:00,14.543,103.733,15.068,103.178,102.739,14.556,102.837,101.001,103.891,14.596,104.046,14.57,14.552,14.54,14.073,14.62,103.074,103.237,100.876,14.108
2023-07-22 23:30:00,14.543,104.228,15.068,102.167,103.228,14.556,102.837,101.001,103.891,14.596,104.046,14.57,14.552,14.54,14.574,14.62,103.577,103.237,101.346,14.609
2023-07-23 00:00:00,14.543,104.721,15.068,101.659,104.199,14.556,102.837,101.001,103.428,14.596,104.046,14.57,14.552,14.54,14.574,14.62,102.569,102.739,99.932,14.609
2023-07-23 00:30:00,14.543,103.733,15.068,101.659,103.228,15.057,102.837,100.042,103.428,14.596,104.046,15.071,14.552,14.54,14.574,15.121,102.062,102.739,100.405,14.609
2023-07-23 01:00:00,14.543,102.739,15.569,101.659,103.228,15.057,102.837,100.042,103.428,14.596,104.046,15.071,14.552,14.54,14.574,14.62,103.577,101.238,97.543,14.609
2023-07-23 01:30:00,14.543,103.733,15.569,99.097,102.739,15.057,102.837,99.075,103.428,14.596,104.046,15.071,14.552,14.54,14.574,15.121,104.079,100.735,98.503,14.609
2023-07-23 02:00:00,14.543,103.237,15.569,100.127,102.249,15.057,102.354,98.59,102.029,14.596,104.046,15.071,14.552,14.54,14.574,15.121,102.569,100.231,98.981,14.609
2023-07-23 02:30:00,14.543,103.733,15.569,99.613,101.263,15.057,102.837,97.614,102.029,14.596,103.565,15.071,14.552,14.54,14.574,15.121,104.58,101.238,99.458,15.11
2023-07-23 03:00:00,14.543,101.74,15.068,100.127,100.269,14.556,101.87,96.139,102.029,14.596,104.046,15.071,14.552,14.039,14.574,15.121,102.569,100.231,98.024,14.609
2023-07-23 03:30:00,14.543,99.219,15.068,97.541,100.767,14.556,101.87,96.632,100.614,14.596,103.082,14.57,14.051,14.039,14.574,15.121,103.074,101.238,98.503,14.609
2023-07-23 04:00:00,14.042,100.735,14.567,99.097,100.269,14.055,101.87,95.147,101.559,14.095,103.082,14.57,14.051,14.039,14.073,14.62,103.074,100.231,98.503,14.108
2023-07-23 04:30:00,14.042,101.238,14.567,100.127,100.269,14.055,101.383,97.124,100.614,14.095,103.565,14.57,14.051,14.039,14.073,14.119,103.074,102.739,99.458,14.108
2023-07-23 05:00:00,14.042,102.24,14.567,100.639,100.767,14.055,101.383,96.139,100.614,14.095,103.565,14.57,13.55,14.039,13.572,14.119,103.577,102.24,100.405,14.108
2023-07-23 05:30:00,14.042,103.237,14.066,101.15,99.77,14.055,101.87,96.632,102.029,13.594,103.565,14.069,13.55,13.537,13.572,14.119,103.577,101.74,99.458,14.108
2023-07-23 06:00:00,14.042,103.237,14.066,99.613,99.77,14.055,101.87,95.147,100.614,13.594,104.046,14.069,13.55,13.537,13.572,14.119,103.577,101.74,98.981,14.108
2023-07-23 06:30:00,13.542,101.238,14.066,99.097,99.77,14.055,101.87,96.139,101.087,13.594,103.565,14.069,13.55,13.537,13.572,14.119,103.577,101.238,99.458,13.607
